product_name,product_url,product_brand,product_image_url,product_image_type,product_image_name,product_code,product_description,product_unit_price,product_currency,product_discount_percentage,product_total_orders,product_stock_quantity,product_total_ratings,product_overall_stars,category_name
Croque Monsieur,https://tljus.com/breads/croque-monsieur,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba0374778e865e160b6fb_Croque%20Monsieur%201.png,1,,TL-BR-009,"Whipping cream pan bread(wheat flour, water, milk, sugar, heavy cream, liquid egg, butter, margarine, milk powder, yeast, sea salt, dough improver), Cloud cream[heavy cream(milk), whipped cream, sugar], Shredded mozzarella, Sliced ham(pork), Sliced american cheese, Mayonnaise, Dried parsley",0,₫,17,343,50,16,4.2,Breads & Buns
Soboro Bread,https://tljus.com/breads/soboro-bread,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba073e43b331a7925d5bc_Soboro%201.png,1,,TL-BR-010,"Soboro bun[wheat flour, water, liquid egg, sugar, milk, butter, margarine, heavy cream(milk), yeast, milk powder, dough improver, sea salt], Soboro topping[wheat flour, sugar, margarine, peanut butter, chopped peanuts, corn powder, whole egg, corn syrup, baking powder, baking soda, sea salt, artificial flavor(peanut)], Soboro bun biscuit[wheat flour, margarine, sugar, peanut butter, chopped peanuts, corn powder, whole egg, baking powder, baking soda, sea salt, artificial flavor(peanut)], Egg wash(egg, water)",0,₫,0,270,50,115,3.4,Breads & Buns
Custard Bun,https://tljus.com/breads/custard-bun,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba0a1ad254c8316b04748_Custard%20Bun%201.png,1,,TL-BR-011,"Filling[milk, sugar, egg yolk, prepared edible fat, corn starch, all purpose flour, xanthan gum, ε-polylysine], Dough[wheat flour, water, sugar, margarine, whole egg, egg yolk, milk, yeast, mixed skim milk powder, sea salt, dough improver, dark brown sugar, yeast, vanilla flavored syrup, yeast food, skimmed mlikpowder], Sliced almond, Egg wash(egg, water)",0,₫,34,26,50,16,2.6,Breads & Buns
Whole Milk Loaf,https://tljus.com/breads/whole-milk-loaf,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/649249d29a20bd6bc3dead35_Whole%20Milk%20Loaf.webp,1,,TL-BR-012,"Bread dough(wheat flour, milk, water, sugar, prepared edible fat, shortening, mixed skim milk powder, yeast, sea salt, dough improver, propylene glycol alginate, prepared edible fat, milk cream, xanthan gum), Egg wash(egg, water)",0,₫,26,26,50,27,3.1,Breads & Buns
Red Bean Bread,https://tljus.com/breads/red-bean-bread,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba10a3233dde0b184c57d_Redbean%20Bread%201.png,1,,TL-BR-013,"Bread dough(red bean paste, wheat flour, water, sugar, margarine, whole egg, egg yolk, milk, yeast, mixed skimmed milk powder, sea salt, bread improver, dark brown sugar, skimmed milk powder, vanilla flavored syrup, yeast, yeast food), Cloud cream[heavy cream(milk), whipped cream, sugar], Egg wash(egg, water), Black sesame",0,₫,0,469,50,36,4,Breads & Buns
Milk Cream Bread,https://tljus.com/breads/milk-cream-bread,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba1161acef3a841275749_Milk%20Cream%20Bread%201.png,1,,TL-BR-014,"Milk cream(milk, sugar, whipping cream, condensed milk, egg white, prepared edible fat, waxy corn starch, wheat flour, xanthan gum, vanilla extract, milk flavor), Dough(wheat flour, sugar, prepared edible fat, mixed skimmed milk power, yeast, sea salt, dough improver, yeast food)",0,₫,0,24,50,88,3.9,Breads & Buns
Purple Sweet Potato Loaf,https://tljus.com/breads/purple-sweet-potato-loaf,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/649249d29a20bd6bc3dead19_Purple%20Sweet%20Potato%20Loaf.webp,1,,TL-BR-015,"Bread dough(wheat flour, water, sugar, milk, margarine, yeast, liquid egg, taro powder, purple sweet potato mix, sea salt, dough improver, skimmed milk powder, ube flavoring extract), Egg wash(egg, water)",0,₫,0,11,50,94,3.9,Breads & Buns
Taro Cream Bread,https://tljus.com/breads/taro-cream-bread,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba1302c7ea1c42be9a479_Taro%20Cream%20Bread%201.png,1,,TL-BR-016,"Bread dough(wheat flour, water, sugar, milk, shortening, taro powder, liquid egg, yeast, dough Improver, sea salt, ube flavoring), Taro butter cream(butter cream, taro powder), Taro almond cream(almond cream, taro powder)",0,₫,0,425,50,89,3,Breads & Buns
Potato Cheese Bread,https://tljus.com/breads/potato-cheese-bread,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/649249d29a20bd6bc3deae21_Potato%20Cheese%20Bread.jpg,1,,TL-BR-017,"Filling(milk, cream cheese, steamed potato, sugar, egg white, condensed milk, soft wheat flour, waxy corn starch, whipping cream, sea salt, locust bean gum), Bread dough(glutinous flour, water, steamed potato, wheat flour, margarine, sugar, food starch, whole egg, soybean oil, cheddar cheese, sea salt, mixed skim milk powder, roasted potato flavoring), Topping(steamed potato, olive oil, wheat flour, potato powder, sugar, sea salt, roasted potato flavoring)",0,₫,0,139,50,111,3.8,Breads & Buns
Honey Cheese Mochi Pancake,https://tljus.com/breads/honey-cheese-mochi-pancake,tljus,https://cdn.prod.website-files.com/649249d29a20bd6bc3deac48/65eba15a2bfd582aafeed12a_Honey%20Cheese%20Mochi%20Pancake%201.png,1,,TL-BR-018,"Bread dough(glutinous flour, water, wheat flour, margarine, cheddar cheese, food starch, whole egg, soybean oil, parmesan cheese, sugar, sea salt, mixed skim milk powder, grated parmesan cheese), Filling(cream cheese, milk, sugar, milk2, whipping cream, egg white, condensed milk, wheat flour, waxy corn starch, locust bean gum, xanthan gum), Honey",0,₫,7,123,50,17,5,Breads & Buns
Lychee Coconut Pudding,https://breadtalkvietnam.com/lychee-coconut-pudding/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2024/03/039877AA-96A9-42B3-BE45-917F9BE71CB9.jpeg,1,039877AA-96A9-42B3-BE45-917F9BE71CB9,BR-CH-001,"

Sản phẩm bánh pudding dừa của chúng tôi được làm từ sữa đặc có đường, tinh bột sắn và bột dừa, tất cả đều là thành phần tự nhiên. Chúng cũng không chứa gluten - một yêu cầu phổ biến trong ngành công nghiệp đồ ngọt.

Thành phần:
- Sữa đặc có đường: Thành phần chính giúp tạo độ sánh mịn cho bánh pudding (sử dụng 1 chén sữa đặc có đường trong mỗi 4 lít chất lỏng)
- Tinh bột sắn: Có khả năng hấp thụ dầu và ngăn ngừa tình trạng vón cục khi nấu. Sử dụng 1 muỗng canh tinh bột sắn trong mỗi 4 lít chất lỏng.
- Bột dừa: Tạo hương vị ngọt tự nhiên cho bánh pudding, đồng thời cung cấp giá trị dinh dưỡng cao (sử dụng 1 chén bột dừa trong mỗi 4 lít chất lỏng).

Bánh pudding dừa của chúng tôi được làm bằng cách sử dụng công thức truyền thống và phương pháp sản xuất thủ công. Kết quả là một loại bánh pudding mềm mịn nhưng vẫn có độ giòn hoàn hảo, chắc chắn sẽ gây ấn tượng với mọi người.

Cách thưởng thức: Cho bánh pudding vào bát hoặc đĩa nhỏ (chứa đầy đủ thành phần) rồi đặt trong tủ lạnh ít nhất 2 giờ trước khi phục vụ. Nếu thích hương vị ngọt hơn nữa, bạn cũng có thể thêm một chút mật ong hoặc siro phong để tăng độ ngọt cho sản phẩm.

Sản phẩm của chúng tôi được thiết kế tiện lợi và dễ sử dụng - chỉ cần đổ chất lỏng vào khuôn bánh pudding đã chuẩn bị sẵn (chứa đủ thành phần) rồi đặt trong tủ lạnh ít nhất 2 giờ trước khi thưởng thức. Ngoài ra, bạn cũng có thể ăn trực tiếp hoặc kết hợp với các loại trái cây tươi như dâu tây hay việt quất để tạo nên hương vị tươi mát và hấp dẫn.

Sản phẩm của chúng tôi không chỉ được ưa chuộng vì chất lượng tuyệt vời mà còn bởi tính tiện dụng cao - phù hợp cho mọi dịp và hoàn hảo để làm món tráng miệng tại nhà hoặc phục vụ trong các bữa tiệc. Hãy thử ngay lychee coconut pudding của chúng tôi!","{'product_sizes': 'S|M|L', 'product_prices': '39000|44000|49000'}",₫,0,141,50,20,4.1,Chilled & Cold
PEACH PUDDING,https://breadtalkvietnam.com/peach-pudding/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2024/03/A8F2B24C-5DA1-4D3D-A334-755C1A85EF94.jpeg,1,A8F2B24C-5DA1-4D3D-A334-755C1A85EF94,BR-CH-002,"
Peach Pudding là một món ăn ngọt ngào và hấp dẫn được làm từ sự kết hợp độc đáo của các loại trái cây và hương liệu. Nó có màu vàng ươm đẹp mắt, vị ngọt thanh khiết cùng lớp kem đánh bông mềm mịn phủ trên bề mặt.

Sản phẩm được đóng trong hộp giấy kín khí với nắp bật chắc chắn giúp bảo quản tốt chất lượng nguyên vẹn của Peach Pudding khi vận chuyển đến tay khách hàng. 

Peach Pudding là lựa chọn hoàn hảo để thưởng thức vào những ngày hè nóng bức, đặc biệt thích hợp cho các buổi tiệc trà hoặc sinh nhật. Không chỉ ngon miệng mà còn mang lại cảm giác vui vẻ và thoải mái sau mỗi lần thưởng thức.

Với hương thơm dịu nhẹ từ trái cây tươi kết hợp với độ sánh mịn của kem đánh bông cùng hương vị ngọt ngào tự nhiên của các loại trái cây, Peach Pudding là món tráng miệng tuyệt vời để bạn nhâm nhi trong những giây phút thư giãn hoặc thưởng thức vào bữa sáng hay buổi xế chiều.

Với phương pháp đóng gói kín khí và bảo quản ở nhiệt độ phù hợp (từ 0 đến 5 độ C), sản phẩm của chúng tôi đảm bảo giữ được hương vị thơm ngon cùng chất lượng tốt nhất khi đến tay khách hàng.","{'product_sizes': 'S|M|L', 'product_prices': '39000|44000|49000'}",₫,0,219,50,11,3.7,Chilled & Cold
STRAWBERRY PUDDING,https://breadtalkvietnam.com/strawberry-pudding/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2024/03/6BCB3535-38EB-4107-A4ED-B04C3ACDA96A.jpeg,1,6BCB3535-38EB-4107-A4ED-B04C3ACDA96A,BR-CH-003,"

STRAWBERRY PUDDING - một loại đồ ngọt tự làm với thành phần đơn giản nhưng mang đến hương vị tuyệt vời! Được làm từ kem tươi và đường, món tráng miệng này là lựa chọn hoàn hảo cho những buổi tiệc nhẹ hoặc khi bạn muốn nhâm nhi chút ngọt ngào.

Thành phần:

- Kem tươi (4 oz) - kem béo
- Đường cát (3/4 cốc)
- Chiết xuất vani (1 muỗng cà phê)

Hướng dẫn:

1. Bắt đầu bằng cách làm lạnh và đông lạnh hỗn hợp kem tươi, đường trong tủ lạnh ít nhất 30 phút hoặc cho đến khi hỗn hợp đạt đến nhiệt độ phòng.
2. Cho kem sữa vào nồi vừa cùng với chiết xuất vani và một chút muối biển trên lửa nhỏ.
3. Dùng máy đánh trứng cầm tay để khuấy đều kem sữa ấm liên tục trong vài phút cho đến khi hỗn hợp bắt đầu đặc lại, khoảng 5 - 7 phút hoặc cho đến khi hỗn hợp mịn và bóng hơn. 
4. Tiếp theo, tắt bếp và để nguội hoàn toàn trước khi đổ vào lọ thủy tinh sạch.
5. Đổ hỗn hợp sữa vào lọ đã chuẩn bị sẵn và đậy nắp bằng màng bọc thực phẩm hoặc giấy bạc. Để nguội trong tủ lạnh ít nhất 2 giờ (hoặc cho đến khi đông cứng) hoặc cho đến khi đạt được độ đặc như mong muốn của bạn.
6. Khi hỗn hợp đã đông lại, chuyển nó sang hộp đựng có nắp đậy an toàn trong tủ đông và để trong ngăn đá tối đa 3 tháng. 
7. Để hâm nóng sữa, chỉ cần làm tan chảy một thìa sữa trong nồi trên lửa nhỏ cho đến khi đạt được nhiệt độ mong muốn (khoảng 120 ° F).
8. Khi sữa đã ấm lại, đổ vào các lọ đã chuẩn bị sẵn và bảo quản ở nơi khô ráo hoặc tủ đông để sử dụng sau.

 STRAWBERRY PUDDING là một món tráng miệng đơn giản nhưng hoàn hảo cho những buổi tiệc nhẹ hay khi bạn muốn nhâm nhi chút ngọt ngào. Với hương vị thơm ngon, kem tươi kết hợp với đường cát mịn màng tạo nên độ sánh mịn và hấp dẫn khó cưỡng!","{'product_sizes': 'S|M|L', 'product_prices': '39000|44000|49000'}",₫,0,17,50,171,2.8,Chilled & Cold
Tiramisu Pudding,https://breadtalkvietnam.com/tiramisu-pudding/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2024/03/D629CD6D-C05A-42D6-A412-D8501243CC8A.jpeg,1,D629CD6D-C05A-42D6-A412-D8501243CC8A,BR-CH-004,"

Một chiếc bánh pudding cà phê mềm mại, béo ngậy và thơm ngon với hương vị nồng nàn của cà phê đen, bột ca cao nguyên chất cùng một chút đắng nhẹ. Chiếc bánh này là sự kết hợp hoàn hảo giữa vị ngọt ngào tự nhiên từ sô cô la đen, vị chua thanh mát từ cà phê hòa quyện trong lớp kem pho mát mịn màng tạo nên một hương vị vô cùng hấp dẫn.

Hương liệu của bánh pudding Tiramisu Pudding được làm bằng cà phê, bột ca cao và phô mai mascarpone - những thành phần chính mang đến cho chiếc bánh sự tinh tế đặc trưng. Vị đắng nhẹ từ café kết hợp với hương thơm dịu ngọt tự nhiên từ bột ca cao đem lại cảm giác dễ chịu mỗi khi thưởng thức.

Thành phần của Tiramisu Pudding cũng được chọn lựa kỹ lưỡng để đảm bảo an toàn vệ sinh thực phẩm và mang đến cho người tiêu dùng sản phẩm chất lượng. Đầu tiên, thành phần chính là cà phê được sử dụng từ các hạt cà phê chất lượng cao tại những vùng trồng cà phê nổi tiếng trên thế giới.

Để tạo ra lớp kem pho mát mịn màng, người làm bánh sử dụng pho mát Mascarpone - một loại phô mai tươi đặc biệt có nguồn gốc từ Ý. Loại phô mai này mang đến hương vị thơm ngon cho bánh pudding Tiramisu Pudding và được sản xuất bằng cách làm đông pho mát mascarpone thành những khối nhỏ, sau đó sử dụng các phương pháp chuyên nghiệp để tách từng khối ra khỏi hỗn hợp.

Ngoài ba nguyên liệu chính là cà phê, bột ca cao và phô mai Mascarpone, bánh pudding Tiramisu Pudding còn được tạo nên từ nhiều hương vị khác nhau. Ví dụ như sô cô la đen ngọt ngào kết hợp với một ít rượu brandy sẽ mang đến cho chiếc bánh một cảm giác nồng nàn khó tả.

Tổng thể, bánh pudding Tiramisu Pudding là sự lựa chọn hoàn hảo để thưởng thức trong những dịp đặc biệt hay chỉ đơn giản là bữa ăn nhẹ. Với hương vị thơm ngon và thành phần an toàn vệ sinh thực phẩm, sản phẩm này sẽ mang đến cho bạn một trải nghiệm ẩm thực tuyệt vời.

Hãy thử ngay Tiramisu Pudding - món tráng miệng ấm cúng hoàn hảo từ Ý!","{'product_sizes': 'S|M|L', 'product_prices': '39000|44000|49000'}",₫,0,230,50,29,4.8,Chilled & Cold
Angel Drycake,https://breadtalkvietnam.com/angel-drycake/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2025/05/Angel-Drycake.png,1,Angel Drycake,BR-CA-034,"

Với thiết kế hiện đại và thời trang cùng hương vị hấp dẫn, Angel Drycake chắc chắn sẽ khiến bạn yêu thích từ miếng đầu tiên. Bánh được làm hoàn toàn bằng những nguyên liệu hảo hạng như kem tươi hảo hạng, bột mì cao cấp và bột hạnh nhân thơm ngon.

Angel Drycake có lớp vỏ giòn tan bên ngoài cùng phần nhân kem mềm mịn ở giữa tạo nên một sự kết hợp tuyệt vời của hương vị ngọt ngào hòa quyện với hương vani dịu nhẹ. Cắn vào từng miếng bánh, bạn sẽ cảm nhận được trọn vẹn độ ẩm và sự cân bằng hoàn hảo trong mỗi miếng cắn.

Đặc biệt hơn nữa là Angel Drycake không sử dụng bất kỳ chất phụ gia hay đường hóa học nào để tạo nên vị ngọt tự nhiên cho bánh. Thay vào đó, sản phẩm chỉ chứa những thành phần tốt nhất từ thiên nhiên như bơ sữa cao cấp và bột hạnh nhân thơm ngon.

Với thiết kế độc đáo với những chiếc bánh hình chú thiên nga xinh xắn được trang trí bằng kem tươi trắng tinh khôi cùng lớp kem trắng mịn màng trên đỉnh lông vũ, Angel Drycake không chỉ là một món tráng miệng ngọt ngào mà còn trở thành điểm nhấn đặc biệt cho bất kỳ bữa tiệc nào.

Với hương vị tuyệt vời và chất lượng an toàn thực phẩm cao cấp, Angel Drycake chắc chắn sẽ mang đến sự hài lòng tối đa cho những người yêu thích đồ ngọt.","{'product_sizes': 'S|M|L', 'product_prices': '30000|42000|54000'}",₫,0,378,50,66,3.4,Cakes
Banana Cake,https://breadtalkvietnam.com/banana-cake/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2023/06/dsc02662_optimized.png|https://breadtalkvietnam.com/wp-content/uploads/2023/06/dsc02666_optimized.png,1,dsc02662|dsc02666,BR-CA-035,"

Banana Cake là một sự kết hợp hài hòa giữa hương vị ngọt ngào, tươi mát của chuối chín và chút hương vani dịu nhẹ. Được làm từ những quả chuối chín mọng tự nhiên được chọn lọc kỹ lưỡng để tạo nên lớp kem mềm mịn hoàn hảo.

Hương thơm đặc trưng của chuối chín lan tỏa trong không khí khiến bạn cảm thấy ấm áp, thư giãn hơn bao giờ hết khi thưởng thức Banana Cake. Vị ngọt tinh tế hòa quyện với chút hương vị tự nhiên từ chuối làm say đắm lòng người ngay lần đầu nếm thử.

Đặc biệt, Banana Cake còn là sự lựa chọn hoàn hảo cho những ai yêu thích hương vị tự nhiên của đồ ngọt mà vẫn muốn có một sản phẩm tốt cho sức khỏe và không gây tăng cân. Với công nghệ sản xuất hiện đại được áp dụng trong quá trình chế biến để đảm bảo an toàn vệ sinh thực phẩm, Banana Cake chắc chắn sẽ làm hài lòng cả gia đình bạn.

Không chỉ dừng lại ở đó, Banana Cake còn mang đến nhiều lợi ích cho sức khỏe người tiêu dùng. Lượng đường và calo tương đối thấp cùng với thành phần trái cây tự nhiên giúp duy trì mức đường huyết ổn định trong máu mà không gây cảm giác no lâu hay làm tăng cân như các loại bánh kẹo khác.

Với những ưu điểm trên, Banana Cake chắc chắn là một sự lựa chọn hoàn hảo cho bạn khi muốn tìm kiếm món ăn ngon miệng và tốt cho sức khỏe của gia đình. Hãy thưởng thức ngay Banana Cake để khám phá hương vị tuyệt vời đến từ thiên nhiên!

Thông tin chi tiết: 
- Tên sản phẩm: Banana Cake
- Danh mục: Cakes","{'product_sizes': 'S|M|L', 'product_prices': '139000|151000|163000'}",₫,0,33,50,93,2.1,Cakes
Banana Cake Mini,https://breadtalkvietnam.com/banana-cake-mini/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2025/05/Banana-Cake-Mini.png,1,Banana Cake Mini,BR-CA-036,"

Banana Cake Mini là một loại bánh quy có hương vị chuối, được làm từ những nguyên liệu chất lượng cao và mang đến cho bạn trải nghiệm tuyệt vời khi thưởng thức. Với lớp vỏ giòn rụm bên ngoài cùng phần nhân mềm mịn ẩn chứa trong từng chiếc bánh nhỏ gọn. 

Sản phẩm bao gồm những chiếc bánh nhỏ xinh như nắm tay với kích thước chỉ khoảng 1 inch, được làm từ bột mì, đường nâu và bơ tan chảy. Tất cả nguyên liệu đều được chọn lọc kỹ lưỡng để đảm bảo chất lượng tốt nhất cho Banana Cake Mini.

Bánh có kết cấu mềm mại nhưng vẫn giữ được độ giòn rụm khi thưởng thức. Bạn sẽ không thể cưỡng lại sức hấp dẫn của Banana Cake Mini, mang đến cảm giác thích thú và thỏa mãn với vị ngọt tự nhiên từ chuối chín và một chút béo nhẹ nhàng trong từng miếng cắn. 

Sản phẩm còn có màu sắc bắt mắt cùng những họa tiết tinh tế trên bề mặt bánh. Với Banana Cake Mini, bạn không chỉ thưởng thức hương vị thơm ngon của chiếc bánh quy nhỏ xinh mà còn cảm nhận được sự ấm áp và gần gũi từ gia đình hoặc bạn bè.

Với thiết kế đẹp mắt và tiện dụng khi sử dụng, Banana Cake Mini là lựa chọn hoàn hảo cho những buổi tiệc nhẹ hay đơn giản là dành tặng người thân yêu. Hãy thưởng thức hương vị ngọt ngào của chuối cùng Banana Cake Mini để có được trải nghiệm tuyệt vời trong từng miếng cắn!","{'product_sizes': 'S|M|L', 'product_prices': '30000|42000|54000'}",₫,0,490,50,109,3.7,Cakes
Banana Walnut Drycake,https://breadtalkvietnam.com/banana-walnut-drycake/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2024/11/IMG_4653.jpeg,1,IMG_4653,BR-CA-037,"

- Tên sản phẩm: Banana Walnut Drycake
- Loại bánh: Bánh nướng xốp

- Thành phần:

* Vỏ bánh (bột mì, đường bột, bơ, trứng) * Nhân bánh (chuối nghiền, mật ong, chiết xuất vani)
- Hướng dẫn sử dụng:

1. Làm nóng lò ở 175 độ C.
2. Trong một tô lớn, trộn đều vỏ bánh với đường bột cho đến khi mịn và có màu vàng nhạt.
3. Thêm vào nhân bánh chuối đã chuẩn bị sẵn (đã được nghiền nhuyễn) rồi tiếp tục trộn nhẹ nhàng.
4. Đổ hỗn hợp vào khuôn nướng đã bôi mỡ hoặc lót giấy nến.
5. Nướng trong lò đã làm nóng trước khoảng 20-25 phút, hoặc cho đến khi vỏ bánh có màu vàng nâu và nhân bánh đông lại.
6. Lấy ra khỏi lò và để nguội trên giá đỡ trước khi thưởng thức.","{'product_sizes': 'S|M|L', 'product_prices': '38000|50000|62000'}",₫,47,403,50,3,3.5,Cakes
Blueberry Steamcake,https://breadtalkvietnam.com/blueberry-steamcake/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2025/05/SC-Blueberry.png,1,SC Blueberry,BR-CA-038,"

Blueberry Steamcake là một loại bánh thơm ngon, bổ dưỡng và độc đáo. Với lớp vỏ mỏng giòn tan cùng lớp nhân berry tươi mát bên trong, bánh sẽ khiến bạn thích thú với hương vị khó cưỡng.

- Tên sản phẩm: Blueberry Steamcake","{'product_sizes': 'S|M|L', 'product_prices': '30000|42000|54000'}",₫,0,457,50,72,3.1,Cakes
Blueberry Swissroll,https://breadtalkvietnam.com/blueberry-swissroll/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2025/05/SR-Blueberry.png,1,SR Blueberry,BR-CA-039,"

Blueberry Swissroll là một loại bánh quy sô cô la bơ truyền thống của Thụy Sĩ, được chế tác hoàn hảo cho những ai tìm kiếm sự kết hợp cổ điển giữa vị ngọt và vị kem trong món tráng miệng. Được làm bằng cách sử dụng các thành phần chất lượng cao nhất để đảm bảo hương vị thơm ngon.

Thành phần:

* Bơ: Đây là loại bơ phong phú của Pháp mang lại độ mềm mịn tuyệt vời cho sản phẩm, đồng thời tạo nên kết cấu và sự béo ngậy đặc biệt mà không có ở bất kỳ thương hiệu nào khác. Bơ được chọn vì nó tan chảy hoàn hảo trong hỗn hợp sô cô la.

* Đường nâu: Đây là loại đường phong phú của Thụy Sĩ mang đến vị ngọt tinh tế vừa phải cho bánh quy, đồng thời tạo nên kết cấu mềm mại và ẩm mượt khi ăn lạnh hoặc ấm áp vào mùa hè.

* Sô cô la: Được lựa chọn kỹ lưỡng từ những nhà sản xuất sô cô la hàng đầu thế giới để đảm bảo chất lượng hoàn hảo của sản phẩm. Sô cô la mang đến hương vị đậm đà, mịn màng cho bánh quy đồng thời cung cấp vị ngọt tinh tế mà không quá lấn át.

* Bơ đậu phộng: Loại bơ đậu phộng phong phú và kem này tạo nên kết cấu béo ngậy tuyệt vời cho bánh quy trong khi vẫn giữ được độ ẩm mượt tự nhiên của sản phẩm. Hương vị đậm đà, thơm ngon lan tỏa khắp miệng ngay từ miếng cắn đầu tiên.

Các hương liệu khác:

* Mứt mơ: Đây là loại mứt phong phú và kem mịn màng làm tăng thêm sự hoàn hảo ngọt ngào cho bánh quy đồng thời cung cấp vị ngọt tinh tế mà không quá lấn át.

* Sô cô la đen: Loại sô cô la phong phú này mang đến độ sâu hương vị tuyệt vời trong khi vẫn giữ được kết cấu mềm mại của bánh quy. Đây là loại sô cô la được lựa chọn kỹ lưỡng từ những nhà sản xuất uy tín để đảm bảo chất lượng tốt nhất cho sản phẩm.

Blueberry Swissroll có nhiều hương vị khác nhau, bao gồm dâu tây, việt quất và mâm xôi đen. Mỗi hương vị đều mang đến một trải nghiệm đặc biệt khi thưởng thức các món ngọt truyền thống của Thụy Sĩ như Blueberry Swissroll với một chút mới lạ trong cách cảm nhận.

Hương vị tuyệt vời:

Blueberry Swissroll có nhiều hương vị khác nhau, mỗi loại mang lại cho sản phẩm nét độc đáo riêng. Bạn sẽ tìm thấy sự kết hợp hoàn hảo giữa độ kem mềm và vị ngọt đậm đà tạo nên trải nghiệm khó quên khi thưởng thức cùng gia đình hoặc bạn bè.

Một món ăn thoải mái:

Blueberry Swissroll là một lựa chọn tuyệt vời cho bữa sáng, bữa trưa hay thậm chí là bữa tối. Với kết cấu kem mịn màng của sản phẩm và hương vị đậm đà mang lại sự thoải mái khi thưởng thức trong suốt cả ngày dài.

Tiện lợi:

Sản phẩm được thiết kế nhỏ gọn để bạn có thể dễ dàng cầm nắm hoặc đóng gói làm quà tặng cho những người thân yêu, đây là một lựa chọn hoàn hảo không chỉ vì tính linh hoạt của sản phẩm mà còn phù hợp với mọi dịp.","{'product_sizes': 'S|M|L', 'product_prices': '30000|42000|54000'}",₫,25,134,50,47,2.9,Cakes
Coffee Chiffon,https://breadtalkvietnam.com/coffee-chiffon/,breadtalk,https://breadtalkvietnam.com/wp-content/uploads/2025/05/Coffee-Chiffon.png,1,Coffee Chiffon,BR-CA-040,"Giới thiệu Coffee Chiffon - Món ăn ngọt ngào với hương thơm đặc trưng của cà phê sẽ khiến bạn cảm thấy thích thú và hấp dẫn. Sản phẩm này được làm từ những nguyên liệu tự nhiên cao cấp, mang đến sự tươi mới cho từng miếng bánh.

- Tên sản phẩm: Coffee Chiffon
- Danh mục: Bánh ngọt","{'product_sizes': 'S|M|L', 'product_prices': '139000|151000|163000'}",₫,0,474,50,85,3.6,Cakes
